quantity_index,z,p2p5,p16,median,p84,p97p5
2.000000000000000000e+00,5.820000000000000728e-01,1.785272927472054150e+01,1.973017948970207058e+01,2.132582257603222331e+01,2.270073617008670297e+01,2.416640006666893825e+01
2.000000000000000000e+00,5.866666666666666696e-01,1.772939177946689426e+01,1.964570854116800902e+01,2.126274595822501823e+01,2.266475757237527944e+01,2.416666687760993781e+01
2.000000000000000000e+00,5.913333333333333774e-01,1.760554477530490658e+01,1.956245520963858553e+01,2.120099624273976957e+01,2.263362395053366782e+01,2.416709549503819332e+01
2.000000000000000000e+00,5.960000000000000853e-01,1.749938649475673458e+01,1.948023028517236455e+01,2.114768731001715452e+01,2.260481169452029349e+01,2.417482367882161043e+01
2.000000000000000000e+00,6.006666666666666821e-01,1.738127846637172524e+01,1.939545960931949509e+01,2.109084393251162126e+01,2.258667843498537309e+01,2.416833983407116904e+01
2.000000000000000000e+00,6.053333333333333899e-01,1.727600768461393699e+01,1.931558303325186898e+01,2.103415237129661719e+01,2.255942447561855957e+01,2.416506520855152473e+01
2.000000000000000000e+00,6.100000000000000977e-01,1.716618260387941319e+01,1.923597605930833865e+01,2.097761328062291852e+01,2.252779134015019125e+01,2.416550393640797267e+01
2.000000000000000000e+00,6.146666666666666945e-01,1.704892658191997157e+01,1.915954417386344488e+01,2.092511421539938254e+01,2.250109804434469396e+01,2.416598822904929733e+01
2.000000000000000000e+00,6.193333333333334023e-01,1.693222835049628827e+01,1.908337329481223321e+01,2.086490487781201608e+01,2.246107199138208799e+01,2.416651907046461645e+01
2.000000000000000000e+00,6.240000000000001101e-01,1.681608653286788879e+01,1.899348047189646493e+01,2.080891704584430357e+01,2.243247633092929405e+01,2.416709742899590907e+01
2.000000000000000000e+00,6.286666666666667069e-01,1.670023485897105076e+01,1.890565753465739718e+01,2.075468967912308216e+01,2.239770401258953214e+01,2.416772426394672024e+01
2.000000000000000000e+00,6.333333333333334147e-01,1.658043369028228398e+01,1.881882380028609703e+01,2.070106270518584068e+01,2.236206194389633239e+01,2.417244006578673066e+01
2.000000000000000000e+00,6.380000000000000115e-01,1.646122152931104665e+01,1.873619298087351126e+01,2.064530502800487000e+01,2.232302982656649348e+01,2.417564837254882804e+01
2.000000000000000000e+00,6.426666666666667194e-01,1.634259672493140414e+01,1.865569603296506784e+01,2.058615927614241414e+01,2.228910403613231495e+01,2.417860501572613785e+01
2.000000000000000000e+00,6.473333333333333162e-01,1.622524862789896360e+01,1.857260933040733519e+01,2.052748108143406469e+01,2.225462845417166946e+01,2.418161343914292161e+01
2.000000000000000000e+00,6.520000000000000240e-01,1.611192235391120064e+01,1.847878637007062252e+01,2.047356766187442645e+01,2.222078538281229854e+01,2.418467452497822734e+01
2.000000000000000000e+00,6.566666666666667318e-01,1.599914494389395436e+01,1.838533222115943033e+01,2.041519422399101558e+01,2.218733906629200447e+01,2.418778914106951916e+01
2.000000000000000000e+00,6.613333333333333286e-01,1.588691486045847867e+01,1.829809080541127031e+01,2.036176664557141436e+01,2.215374357207034706e+01,2.419095814105577347e+01
2.000000000000000000e+00,6.660000000000000364e-01,1.577523054917736189e+01,1.822093057732454469e+01,2.030792669708600684e+01,2.211996624141715273e+01,2.419691759073964121e+01
2.000000000000000000e+00,6.706666666666667442e-01,1.567202508948946260e+01,1.814101223534416008e+01,2.024921048848099048e+01,2.209664259759194138e+01,2.419394365066569819e+01
2.000000000000000000e+00,6.753333333333333410e-01,1.556961161570149343e+01,1.806121037121730666e+01,2.019699663696919600e+01,2.207291666145819775e+01,2.419352085621348891e+01
2.000000000000000000e+00,6.800000000000000488e-01,1.546767607324498606e+01,1.798215091888254946e+01,2.013895501138535238e+01,2.204921411404666642e+01,2.419270821662957616e+01
2.000000000000000000e+00,6.846666666666667567e-01,1.536621718167679518e+01,1.790451849379190108e+01,2.008123471627174794e+01,2.202156643377365342e+01,2.419171906735583022e+01
2.000000000000000000e+00,6.893333333333333535e-01,1.525789949448693861e+01,1.782560085564927022e+01,2.003183667429960835e+01,2.199073211962236485e+01,2.419084465004965523e+01
2.000000000000000000e+00,6.940000000000000613e-01,1.514972466014245711e+01,1.774035972715131493e+01,1.997837963258216831e+01,2.195831094417397367e+01,2.419042298965866422e+01
2.000000000000000000e+00,6.986666666666667691e-01,1.504208239112912615e+01,1.766410334780458413e+01,1.991902450978099637e+01,2.192373814215703476e+01,2.419001261326176078e+01
2.000000000000000000e+00,7.033333333333333659e-01,1.493497102130545429e+01,1.758600505424209004e+01,1.986496505055592365e+01,2.188714092354743102e+01,2.418610756313718824e+01
2.000000000000000000e+00,7.080000000000000737e-01,1.482838887142808737e+01,1.750433364866182728e+01,1.980694806499152349e+01,2.184996022323053921e+01,2.418062515946872537e+01
2.000000000000000000e+00,7.126666666666667815e-01,1.472233426852047344e+01,1.742270074434362925e+01,1.975061088612332583e+01,2.181475271892793089e+01,2.417520706488585347e+01
2.000000000000000000e+00,7.173333333333333783e-01,1.462472308847744884e+01,1.734166321852681136e+01,1.969688140893898876e+01,2.178849546411909088e+01,2.416985393590688247e+01
2.000000000000000000e+00,7.219999999999999751e-01,1.452826995231883345e+01,1.726257300279911178e+01,1.964500472491539540e+01,2.176045174720272257e+01,2.416456642373873365e+01
2.000000000000000000e+00,7.266666666666667940e-01,1.443227175673255402e+01,1.718599754814211167e+01,1.958991902843355248e+01,2.173234565437463672e+01,2.415934516642299101e+01
2.000000000000000000e+00,7.313333333333333908e-01,1.433672713901925455e+01,1.711097302051675584e+01,1.953667125736136612e+01,2.170529578590373276e+01,2.415419078899555316e+01
2.000000000000000000e+00,7.359999999999999876e-01,1.424163472490477034e+01,1.703766786894767193e+01,1.948358758942750057e+01,2.167807786635799872e+01,2.414910390364560655e+01
2.000000000000000000e+00,7.406666666666666954e-01,1.414699312889079330e+01,1.696488741211614482e+01,1.943071931553754084e+01,2.164987694387323458e+01,2.414408510987396284e+01
2.000000000000000000e+00,7.453333333333334032e-01,1.405151320875615539e+01,1.689237793517049013e+01,1.937764220297234985e+01,2.162028718545446893e+01,2.413913499465058621e+01
2.000000000000000000e+00,7.500000000000000000e-01,1.395517623424079900e+01,1.682168732584893434e+01,1.932541695086700528e+01,2.158943117083576269e+01,2.413631946858972555e+01
2.000000000000000000e+00,7.546666666666667078e-01,1.385930571525284449e+01,1.674659759616987031e+01,1.927301532367942016e+01,2.154916056346279873e+01,2.414139063490526738e+01
2.000000000000000000e+00,7.593333333333334156e-01,1.376390009810943127e+01,1.667333994936911878e+01,1.922078016311489890e+01,2.151269048932500993e+01,2.414868854618240945e+01
2.000000000000000000e+00,7.640000000000000124e-01,1.366895783762724115e+01,1.660036042737043260e+01,1.916952311856709557e+01,2.148807600771701942e+01,2.415603526787887745e+01
2.000000000000000000e+00,7.686666666666667203e-01,1.357447737965452816e+01,1.652765855109250737e+01,1.911834035827231304e+01,2.146355027420160866e+01,2.415645138048365226e+01
2.000000000000000000e+00,7.733333333333334281e-01,1.348045716139447237e+01,1.645318722227413843e+01,1.906507403234736842e+01,2.143911364652831608e+01,2.415908123025907628e+01
2.000000000000000000e+00,7.780000000000000249e-01,1.338689561172358466e+01,1.637098876891746357e+01,1.901389235446331938e+01,2.141068839613971519e+01,2.416666300409140788e+01
2.000000000000000000e+00,7.826666666666667327e-01,1.329379115150518764e+01,1.629938887047148199e+01,1.896210306033831827e+01,2.137801900430771695e+01,2.417599450769849767e+01
2.000000000000000000e+00,7.873333333333334405e-01,1.320114219389810195e+01,1.623045224477255744e+01,1.891024606517220619e+01,2.134384423266674702e+01,2.418700828354732124e+01
2.000000000000000000e+00,7.920000000000000373e-01,1.310894714466039446e+01,1.615623116921302582e+01,1.885775789531917113e+01,2.131898803161386624e+01,2.419885676215299242e+01
2.000000000000000000e+00,7.966666666666667451e-01,1.301720441980786980e+01,1.608230124339613454e+01,1.880669439337811966e+01,2.128813269044344025e+01,2.421077982666032824e+01
2.000000000000000000e+00,8.013333333333334529e-01,1.292591239374087131e+01,1.600866181849354675e+01,1.875331389041481955e+01,2.125659652220236850e+01,2.422277799237067697e+01
2.000000000000000000e+00,8.060000000000000497e-01,1.283506945178819336e+01,1.593531225044786659e+01,1.870134992279456299e+01,2.122766316379159335e+01,2.422867177302543951e+01
2.000000000000000000e+00,8.106666666666666465e-01,1.274467397304551142e+01,1.586440565734808317e+01,1.865074441981805009e+01,2.119965363390619828e+01,2.423261641831922830e+01
